id,question,gold_answer,model_answer,semantic_similarity,bert_score,rouge_l_f1,eval_time_sec
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Notice Period To Terminate Renewal_0","Highlight the parts (if any) of this contract related to ""Notice Period To Terminate Renewal"" that should be reviewed by a lawyer. Details: What is the notice period required to terminate renewal?",,"Upon expiration or termination of this Agreement: (a) all rights and licenses granted under this Agreement shall immediately cease; (b) Distributor shall (and shall ensure that any Third Party Distributors shall) immediately stop reproducing the Products and offering or distributing Bundles; (c) Distributor shall immediately cease to use the Google Marks, the Google Technology, and any Confidential Information; and (d) Distributor shall immediately destroy or return to Google all copies of the Google Technology, Confidential Information, and the Google Marks in Distributor’s possession or control, including any copies thereof.",0.0,0.0,0.0,15.523530960083008
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Governing Law_0","Highlight the parts (if any) of this contract related to ""Governing Law"" that should be reviewed by a lawyer. Details: Which state/country's law governs the interpretation of the contract?",This Agreement is governed by English law and the parties submit to the exclusive jurisdiction of the English courts in  relation to any dispute (contractual or non-contractual) concerning this Agreement save that either party may apply to any court for an  injunction or other relief to protect its Intellectual Property Rights.,,0.0,0.0,0.0,0.2790660858154297
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Most Favored Nation_0","Highlight the parts (if any) of this contract related to ""Most Favored Nation"" that should be reviewed by a lawyer. Details: Is there a clause that if a third party gets better terms on the licensing or sale of technology/goods/services described in the contract, the buyer of such technology/goods/services under the contract shall be entitled to those better terms?",,,1.0,1.0,1.0,0.2667806148529053
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Non-Compete_0","Highlight the parts (if any) of this contract related to ""Non-Compete"" that should be reviewed by a lawyer. Details: Is there a restriction on the ability of a party to compete with the counterparty or operate in a certain geography or business or technology sector?",,,1.0,1.0,1.0,0.26346659660339355
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Exclusivity_0","Highlight the parts (if any) of this contract related to ""Exclusivity"" that should be reviewed by a lawyer. Details: Is there an exclusive dealing  commitment with the counterparty? This includes a commitment to procure all “requirements” from one party of certain technology, goods, or services or a prohibition on licensing or selling technology, goods or services to third parties, or a prohibition on  collaborating or working with other parties), whether during the contract or  after the contract ends (or both).",,"No exclusivity is specified in the contract, but the contract does state that the parties may apply to any court for an injunction or other relief to protect its Intellectual Property Rights.",0.0,0.0,0.0,6.763868808746338
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__No-Solicit Of Customers_0","Highlight the parts (if any) of this contract related to ""No-Solicit Of Customers"" that should be reviewed by a lawyer. Details: Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)?",,,1.0,1.0,1.0,0.2748408317565918
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Competitive Restriction Exception_0","Highlight the parts (if any) of this contract related to ""Competitive Restriction Exception"" that should be reviewed by a lawyer. Details: This category includes the exceptions or carveouts to Non-Compete, Exclusivity and No-Solicit of Customers above.",,"Competitive Restriction Exception - The following sections of the agreement should be reviewed by a legal professional: 8.6, 9.1, 9.2, 9.3, 9.4, 10.1, 10.2, 10.3, 10.4, 10.5, 10.6, 10.7, 10.8, 10.9, 10.10, 10.11, 10.12, 10.13, 10.14, 10.15, 10.16, 10.17, 10.18, 10.19, 10.20, 10.21, 10.22, 10.23, 10.24, 10.25, 10.26, 10.27, 10.28, 10.29, 10.30, 10.31, 10.32, 10.33, 10.34, 10.35, 10.36, 10.37, 10.38, 10.39, 10.40, 10.41, 10.42, 10.43, 10.44, 10.45, 10.46, 10.47, 10.48, 10.49, 10.50, 10.51, 10.52, 10.53, 10.54, 10.55, 10.56, 10.57, 10.58, 10.59, 10.60, 10.61, 10.62, 10.63, 10.64, 10.65, 10.66, 10.67, 10.68, 10.69, 10.70, 10.71, 10.72, 10.73, 10.74, 10.75, 10.76, 10.77, 10.78, 10.79, 10.80, 10.81, 10.82, 10.83, 10.84, 10.85, 10.86, 10.87, 10.88, 10.89, 10.90, 10.91, 10.92, 10.93, 10.94, 10.95, 10.96, 10.97, 10.98, 10.99, 10.100, 10.101, 10.102, 10.103, 10.104, 10.105, 10.106, 10.107, 10.108, 10.109, 10.110, 10.111, 10.112, 10.",0.0,0.0,0.0,67.50159955024719
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__No-Solicit Of Employees_0","Highlight the parts (if any) of this contract related to ""No-Solicit Of Employees"" that should be reviewed by a lawyer. Details: Is there a restriction on a party’s soliciting or hiring employees and/or contractors from the  counterparty, whether during the contract or after the contract ends (or both)?",,,1.0,1.0,1.0,0.2688620090484619
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Non-Disparagement_0","Highlight the parts (if any) of this contract related to ""Non-Disparagement"" that should be reviewed by a lawyer. Details: Is there a requirement on a party not to disparage the counterparty?",,,1.0,1.0,1.0,0.2702667713165283
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Termination For Convenience_0","Highlight the parts (if any) of this contract related to ""Termination For Convenience"" that should be reviewed by a lawyer. Details: Can a party terminate this  contract without cause (solely by giving a notice and allowing a waiting  period to expire)?",,"5.6 Effect of Termination. Upon expiration or termination of this Agreement: (a) all rights and licenses granted under this Agreement shall immediately cease; (b) Distributor shall (and shall ensure that any Third Party Distributors shall) immediately stop reproducing the Products and offering or distributing Bundles; (c) Dist

diately cease accruing and Google shall within [ * ] following such expiration or termination pay to Distributor any undisputed amounts which have accrued from the time of the most recent payment to Distributor through the date of termination or expiration of this Agreement. Clauses 5.6 (Effect of Termination), 6 (Confidential Information), 7 (Proprietary Rights), 9 (Limitation of Liability), 10 (Indemnification) and 11 (General) shall survive the termination or expiration of this Agreement. - 8 -

5.2 Termination for breach. A party may suspend performance and/or terminate this Agreement, with immediate effect, if the other party: (a) is in material breach of this Agreement where the breach is incapable of remedy; or (b) is in material breach of this Agreement where the breach is capable of remedy and fails to remedy that breach within thirty (30) days after receiving written notice of such breach. 5.3 Termination for insolvency. A party may suspend performance and/or terminate this Agreement, with immediate effect, if the other party: (a) becomes insolvent, is subject to any bankruptcy proceeding, or is generally unable to pay, or admits in writing its inability to pay, its debts as they become due; or (b) makes an assignment for the benefit of creditors or similar disposition of its assets; or (c) becomes subject to direct control by a trustee, receiver or similar authority, other than in the ordinary course of its business. 5.4 Termination for convenience. Either party may terminate this Agreement for convenience upon thirty (30) days written notice. 5.5 Effect of termination. Upon expiration or termination of this Agreement: (a) all rights and licenses granted under this Agreement shall immediately cease; (b) Distributor shall (and shall ensure that any Third Party Distributors shall) immediately stop reproducing the Products and offering or distributing Bundles; (c) Distributor shall promptly return to Google, or destroy, all Confidential Information in its possession or control; and (d) Distributor shall promptly return to Google, or destroy, all copies of the Products in its possession or control. Clauses 5.5 (Effect of termination), 6 (Confidential Information), 7 (Proprietary Rights), 9 (Limitation of Liability), 10 (Indemnification) and 11 (General) shall survive the termination or expiration of this Agreement. 5.6 Survival. Termination or expiration of this Agreement shall not affect the accrued rights and remedies of the parties as",0.0,0.0,0.0,66.97846174240112
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Rofr/Rofo/Rofn_0","Highlight the parts (if any) of this contract related to ""Rofr/Rofo/Rofn"" that should be reviewed by a lawyer. Details: Is there a clause granting one party a right of first refusal, right of first offer or right of first negotiation to purchase, license, market, or distribute equity interest, technology, assets, products or services?",,,1.0,1.0,1.0,0.2665102481842041
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Change Of Control_0","Highlight the parts (if any) of this contract related to ""Change Of Control"" that should be reviewed by a lawyer. Details: Does one party have the right to terminate or is consent or notice required of the counterparty if such party undergoes a change of control, such as a merger, stock sale, transfer of all or substantially all of its assets or business, or assignment by operation of law?","For the  avoidance of doubt, a Change of Control shall be deemed an assignment hereunder unless [ * ] does not exercise its [ * ].",,0.0,0.0,0.0,3.400651693344116
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Change Of Control_1","Highlight the parts (if any) of this contract related to ""Change Of Control"" that should be reviewed by a lawyer. Details: Does one party have the right to terminate or is consent or notice required of the counterparty if such party undergoes a change of control, such as a merger, stock sale, transfer of all or substantially all of its assets or business, or assignment by operation of law?","For the avoidance of doubt, if following [ * ] there is a transfer of shareholding or interests in Distributor to any existing or new  shareholder(s) which results in any person or persons subsequently gaining Control of Distributor, then Google may exercise its right to  terminate in accordance with this clause 5.4.","5.4 Change of Control. [ * ] may terminate this Agreement immediately upon written notice if there is a Change of Control of [ * ]. In this Clause the term ""Control"" shall mean the possession by any person(s) directly or indirectly of the power to direct or cause the direction of another person and ""Change of Control"" is to be construed accordingly. [ * ] expected to experience, or [ * ] is experiencing, such Change of Control shall notify [ * ] in writing of this before or within [ * ] after the Change of Control. If [ * ] has not exercised its right of termination under this Clause within [ * ] following the later of (i) the receipt of notice of [ * ] Change of Contro",0.39459139108657837,0.8315979838371277,0.3130434734971645,19.269442319869995
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Change Of Control_2","Highlight the parts (if any) of this contract related to ""Change Of Control"" that should be reviewed by a lawyer. Details: Does one party have the right to terminate or is consent or notice required of the counterparty if such party undergoes a change of control, such as a merger, stock sale, transfer of all or substantially all of its assets or business, or assignment by operation of law?","[ * ] expected to experience, or [ * ] is experiencing, such  Change of Control shall notify [ * ] in writing of this before or within [ * ] after the Change of Control.","The parties acknowledge that as at the Effective Date, [ * ] may [ * ] its [ * ]. [ * ] agrees not to exercise its termination right under this clause 5.4 if [ * ], provided that following [ * ]: - 7 - For the avoidance of doubt, if following [ * ] there is a transfer of shareholding or interests in Distributor to",0.21919414401054382,0.8329637050628662,0.20895521946981518,11.594803810119629
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Change Of Control_3","Highlight the parts (if any) of this contract related to ""Change Of Control"" that should be reviewed by a lawyer. Details: Does one party have the right to terminate or is consent or notice required of the counterparty if such party undergoes a change of control, such as a merger, stock sale, transfer of all or substantially all of its assets or business, or assignment by operation of law?","[ * ] may terminate this Agreement immediately upon written notice if there is a Change of Control of [ * ]. In this  Clause the term ""Control"" shall mean the possession by any person(s) directly or indirectly of the power to direct or cause the direction  of another person and ""Change of Control"" is to be construed accordingly.","5.4 Change of Control. [ * ] may terminate this Agreement immediately upon written notice if there is a Change of Control of [ * ]. In this Clause the term ""Control"" shall mean the possession by any person(s) directly or indirectly of the power to direct or cause the direction of another person and ""Change of Control"" is to be construed accordingly. [ * ] expected to experience, or [ * ] is experiencing, such Change of Control shall notify [ * ] in writing of this before or within [ * ] after the Change of Control. If [ * ] has not exercised its right of termination under this Clause within [ * ] following the later of (i) the receipt of notice of [ * ] Change of Control or (ii) the Change of Control event, that [ * ]. The parties acknowledge that as at the Effective Date, [ * ] may [ * ] its [ * ]. [ * ] agrees not to exercise its termination right under this clause 5.4 if [ * ], provided that following [ * ]: - 7 - For the avoidance of doubt, if following [ * ] there is a transfer of shareholding or interests in Distributor to",0.8648508787155151,0.9006504416465759,0.647482010009834,28.73896884918213
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Anti-Assignment_0","Highlight the parts (if any) of this contract related to ""Anti-Assignment"" that should be reviewed by a lawyer. Details: Is consent or notice required of a party if the contract is assigned to a third party?",[ * ] may [ * ]any of its rights or obligations under this Agreement without the prior written consent of [ * ].,,0.0,0.0,0.0,0.2711029052734375
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Revenue/Profit Sharing_0","Highlight the parts (if any) of this contract related to ""Revenue/Profit Sharing"" that should be reviewed by a lawyer. Details: Is one party required to share revenue or profit with the counterparty for any technology, goods, or services?",,The following clauses should be reviewed by a lawyer: 1.1. 1.3. 2.1. 2.2. 2.3. 2.4. 2.5. 2.6. 2.7. 2.8. 2.9. 2.10. 2.11. 2.12. 2.13. 2.14. 2.15. 2.16. 2.17. 2.18. 2.19. 2.20. 2.21. 2.22. 2.23. 2.24. 2.25. 2.26. 2.27. 2.28. 2.29. 2.30. 2.31. 2.32. 2.33. 2.34. 2.35. 2.36. 2.37. 2.38. 2.39. 2.40. 2.41. 2.42. 2.43. 2.44. 2.45. 2.46. 2.47. 2.48. 2.49. 2.50. 2.51. 2.52. 2.53. 2.54. 2.55. 2.56. 2.57. 2.58. 2.59. 2.60. 2.61. 2.62. 2.63. 2.64. 2.65. 2.66. 2.67. 2.68. 2.69. 2.70. 2.71. 2.72. 2.73. 2.74. 2.75. 2.76. 2.77. 2.78. 2.79. 2.80. 2.81. 2.82. 2.83. 2.84. 2.85. 2.86. 2.87. 2.88. 2.89. 2.90. 2.91. 2.92. 2.93. 2.94. 2.95. 2.96. 2.97. 2.98. 2.99. 2.100. 2.101. 2.102. 2.103. 2.104. 2.105. 2.106. 2.107. 2.108. 2.109. 2.110. 2.111. 2.112. 2.113. 2.114. 2.115. 2.116. 2.117. 2.118. 2.119. 2.,0.0,0.0,0.0,68.64511060714722
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Price Restrictions_0","Highlight the parts (if any) of this contract related to ""Price Restrictions"" that should be reviewed by a lawyer. Details: Is there a restriction on the  ability of a party to raise or reduce prices of technology, goods, or  services provided?",,"8.6 No conditions, warranties or other terms apply to the Products, [ * ] or to any other goods or services supplied under this Agreement unless expressly set out in this Agreement. Subject to Clause 9.1, no implied conditions, warranties or other terms apply (including any implied terms as to satisfactory quality, fitness for purpose or conformance with description). 9. LIMITATION OF LIABILITY 9.1 Nothing in this Agreement shall exclude or limit either party's liability for:

his Agreement shall exclude or limit either party's liability under Clause 10 (Indemnities), or Distributor's liability under Clause 2 (License Grants and Restrictions), Clause 3.5 (Exclusivity), Clause 3.6 (End User License Agreement) and Clause 3.7 (Accurate Reproduction) or Clause [ * ]. 9.3 Subject to Clauses 9.1 and 9.2, neither party shall be liable under this Agreement (whether in contract, tort or otherwise) for any: (a) loss of anticipated savings; (b) loss of business opportunity (which f",0.0,0.0,0.0,27.069221258163452
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Minimum Commitment_0","Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?",,,1.0,1.0,1.0,0.2721579074859619
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Volume Restriction_0","Highlight the parts (if any) of this contract related to ""Volume Restriction"" that should be reviewed by a lawyer. Details: Is there a fee increase or consent requirement, etc. if one party’s use of the product/services exceeds certain threshold?",,,1.0,1.0,1.0,0.2647361755371094
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Ip Ownership Assignment_0","Highlight the parts (if any) of this contract related to ""Ip Ownership Assignment"" that should be reviewed by a lawyer. Details: Does intellectual property created  by one party become the property of the counterparty, either per the terms of the contract or upon the occurrence of certain events?",,,1.0,1.0,1.0,3.0412187576293945
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Joint Ip Ownership_0","Highlight the parts (if any) of this contract related to ""Joint Ip Ownership"" that should be reviewed by a lawyer. Details: Is there any clause providing for joint or shared ownership of intellectual property between the parties to the contract?",,"10.1.1 Distributor agrees that the Google Marks and the Google Logo are the exclusive property of Google, and that the use of the Google Marks and the Google Logo by Distributor is limited to the specific uses permitted in this Agreement. 10.1.2 Distributor shall not use the Google Marks or the Google Logo in any manner or for any purpose other than in accordance with the terms of this Agreement. 10.1.3 Distributor shall not use the Google Marks or the Google Logo in a manner which implies that Distributor is a Google entity, or which suggests or implies that the Google Marks or the Google Logo are owned or controlled by Distributor. 10.1.4 Distributor shall not use the Google Marks or the Google Logo in a manner which implies that Google endorses or is affiliated with any other product, service, person or entity. 10.1.5 Distributor shall not use the Google Marks or the Google Logo in a manner which implies that Google is the source or provider of any product, service or content other than the Google Products. 10.1.6 Distributor shall not use the Google Marks or the Google Logo in any manner which is likely to confuse, mislead or deceive any person. 10.1.7 Distributor shall not use the Google Marks or the Google Logo in any manner which is likely to damage the reputation of Google or the Google Marks or the Google Logo. 10.1.8 Distributor shall not use the Google Marks or the Google Logo in a manner which is likely to damage the reputation of Google or the Google Marks or the Google Logo. 10.1.9 Distributor shall not use the Google Marks or the Google Logo in any manner which is likely to damage the reputation of Google or the Google Marks or the Google Logo. 10.1.10 Distributor shall not use the Google Marks or the Google Logo in any manner which is likely to damage the reputation of Google or the Google Marks or the Google Logo. 10.1.11 Distributor shall not use the Google Marks or the Google Logo in any manner which is likely to damage the reputation of Google or the Google Marks or the Google Logo. 10.1.12 Distributor shall not use the Google Marks or the Google Logo in any manner which is likely to damage the reputation of Google or the Google Marks or the Google Logo. 10.1.13 Distributor shall not use the Google Marks or the Google Logo in any manner which is likely to damage the reputation of Google or the Google Marks or the Google Logo. 10.1.14 Distributor shall not use the Google Marks or the Google Logo in any manner which is likely to damage the reputation of Google or the Google Marks or the Google Logo. 10.1.15 Distributor shall not use the Google Marks or the Google Logo in any manner which is likely to damage the reputation of Google or the Google Marks or the Google Logo. 10.1.16 Distributor shall not use the Google Marks or the Google Logo in any manner which is likely to damage",0.0,0.0,0.0,69.5730082988739
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__License Grant_0","Highlight the parts (if any) of this contract related to ""License Grant"" that should be reviewed by a lawyer. Details: Does the contract contain a license granted by one party to its counterparty?","Subject to the terms and conditions of this Agreement, Google grants to Distributor a [* ] license during the  Term to: (a) bundle the Distribution Products, in machine-readable binary code format only, solely with Distributor App(s); (b) distribute  Bundles directly (or indirectly, subject to Clause 2.2 (Third Party Distribution)) to End Users in the Territory; (c) when indicated by the  applicable Criteria Checker and requested by the End User in accordance with clause 3.2 (Form of Distribution Offering), install the  Chrome Browser or the Google Toolbar (as applicable) on the End User's system using the Google Installers; and (d) reproduce (or have  reproduced by Third Party Distributors as defined in Clause 2.2 (Third Party Distribution)), the Distribution Products to the extent  necessary to exercise the rights granted in (a), (b) and (c).","No, the contract does not contain a license granted by one party to its counterparty.",0.32411372661590576,0.7960612773895264,0.11538461291605034,4.945917129516602
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__License Grant_1","Highlight the parts (if any) of this contract related to ""License Grant"" that should be reviewed by a lawyer. Details: Does the contract contain a license granted by one party to its counterparty?","Subject to the terms and conditions of this Agreement, Google grants to Distributor a limited, [ * ] license  during the Term to use the Google Trademarks, in accordance with Google's trademark usage guidelines, solely to market and promote the  Products consistent with this Agreement, provided that all use of the Google Trademarks shall be subject to Google's prior review and  advance written consent.","Highlight the parts (if any) of this contract related to ""License Grant"" that should be reviewed by a lawyer. Details: Does the contract contain a license granted by one party to its counterparty?
Context: his Agreement shall exclude or limit either party's liability under Clause 10 (Indemnities), or Distributor's liability under Clause 2 (License Grants and Restrictions), Clause 3.5 (Exclusivity), Clause 3.6 (End User License Agreement) and Clause 3.7 (Accurate Reproduction) or Clause [ * ]. 9.3 Subject to Clauses 9.1 and 9.2, neither party shall be liable under this Agreement (whether in contract, tort or otherwise) for any: (a) loss of anticipated savings; (b) loss of business opportunity (which f

for non-contractual) concerning this Agreement save that either party may apply to any court for an injunction or other relief to protect its Intellectual Property Rights. If this Agreement is translated into any other language, if there is conflict the English text will take precedence. 11.11 Counterparts. The parties may execute this agreement in counterparts, which taken",0.4483974874019623,0.8085803389549255,0.17857142459467126,68.83849000930786
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Non-Transferable License_0","Highlight the parts (if any) of this contract related to ""Non-Transferable License"" that should be reviewed by a lawyer. Details: Does the contract limit the ability of a party to transfer the license being granted to a third party?",,"1.1 Distributor may use the Products only in accordance with the End User License Agreement and the terms and conditions of this Agreement. 1.2 Distributor shall not allow any third party to (except to the extent that such prohibitions are not permitted by law): (a) disassemble, de-compile or otherwise reverse engineer the Products or otherwise attempt to learn the source code or algorithms underlying the Products; (b) modify the Products, create derivative works from or based on the Products; (c) except as expressly set out in this Agreement, provide, sell, license, distribute, lease, lend, or disclose the Products to any third party; (d) use the Products for timeshare, service bureau, or other unauthorised purposes; or (e) exceed the scope of any license granted to Distributor under this Agreement. 2.4 Trademark License and Use. Subject to the terms and conditions of this Agreement, Google grants to Distributor a limited, [ * ] license during the Term to use the Google Trademarks, in accordance with Google's trademark usage guidelines, which are available at http://www.google.com/permissions/guidelines.html. 3.1 Non-Transferable License. The license granted to Distributor under this Agreement shall exclude or limit either party's liability under Clause 10 (Indemnities), or Distributor's liability under Clause 2 (License Grants and Restrictions), Clause 3.5 (Exclusivity), Clause 3.6 (End User License Agreement) and Clause 3.7 (Accurate Reproduction) or Clause [ * ]. 9.3 Subject to Clauses 9.1 and 9.2, neither party shall be liable under this Agreement (whether in contract, tort or otherwise) for any: (a) loss of anticipated savings; (b) loss of business opportunity (which f",0.0,0.0,0.0,43.98797869682312
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Affiliate License-Licensor_0","Highlight the parts (if any) of this contract related to ""Affiliate License-Licensor"" that should be reviewed by a lawyer. Details: Does the contract contain a license grant by affiliates of the licensor or that includes intellectual property of affiliates of the licensor?",,"2.4 Trademark License and Use. Subject to the terms and conditions of this Agreement, Google grants to Distributor a limited, [ * ] license during the Term to use the Google Trademarks, in accordance with Google's trademark usage guidelines, solely for the purpose of providing the Distribution Products and Bundles to End Users.",0.0,0.0,0.0,10.115885257720947
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Affiliate License-Licensee_0","Highlight the parts (if any) of this contract related to ""Affiliate License-Licensee"" that should be reviewed by a lawyer. Details: Does the contract contain a license grant to a licensee (incl. sublicensor) and the affiliates of such licensee/sublicensor?",,"This contract contains a license grant to a licensee (incl. sublicensor) and the affiliates of such licensee/sublicensor.

### More from Less

### AI Summary

This Agreement shall exclude or limit either party's liability under Clause 10 (Indemnities), or Distributor's liability under Clause 2 (License Grants and Restrictions), Clause 3.5 (Exclusivity), Clause 3.6 (End User License Agreement) and Clause 3.7 (Accurate Reproduction) or Clause [ * ]. 9.3 Subject to Clauses 9.1 and 9.2, neither party shall be liable under this Agreement (whether in contract, tort or otherwise) for any: (a) loss of anticipated savings; (b) loss of business opportunity (which f

SE GRANTS AND RESTRICTIONS 2.1 Products License Grant. Subject to the terms and conditions of this Agreement, Google grants to Distributor a [* ] license during the Term to: (a) bundle the Distribution Products, in machine-readable binary code format only, solely with Distributor App(s); (b) distribute Bundles directly (or indirectly, subject to Clause 2.2 (Third Party Distribution)) to End Users in the Territory; (c) when indicated by the applicable Criteria Checker and requested by the End User in acc

s Agreement, provide, sell, license, distribute, lease, lend, or disclose the Products to any third party; (d) use the Products for timeshare, service bureau, or other unauthorised purposes; or (e) exceed the scope of any license granted to Distributor under this Agreement. 2.4 Trademark License and Use. Subject to the terms and conditions of this Agreement, Google grants to Distributor a limited, [ * ] license during the Term to use the Google Trademarks, in accordance with Google's trademark usage gui

### Legal Text

SECTION 1 - DEFINITIONS 1.1 Definitions. The following terms shall have the following meanings: ""Affiliate"" means any entity that directly or indirectly controls, is controlled by, or is under common control with, a party to this Agreement. ""App"" means a mobile application (as defined in the Google Play Developer Distribution Agreement) that is developed by Distributor and that is distributed by Distributor or a third party through the Google Play Store. ""Applicable Laws"" means all laws, regulations, orders, decrees, statutes, ordinances, rules, codes, administrative rulings, common law, and other requirements of any federal, state, provincial, local, foreign, or other governmental authority or instrumentality, including all applicable laws related to privacy, data protection, and data security, to the extent applicable. ""Bundle"" means a bundle of the Distribution Products, in machine-readable binary code format only, that is bundled with Distributor App",0.0,0.0,0.0,65.02563428878784
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Unlimited/All-You-Can-Eat-License_0","Highlight the parts (if any) of this contract related to ""Unlimited/All-You-Can-Eat-License"" that should be reviewed by a lawyer. Details: Is there a clause granting one party an “enterprise,” “all you can eat” or unlimited usage license?",,,1.0,1.0,1.0,0.27175235748291016
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Irrevocable Or Perpetual License_0","Highlight the parts (if any) of this contract related to ""Irrevocable Or Perpetual License"" that should be reviewed by a lawyer. Details: Does the contract contain a  license grant that is irrevocable or perpetual?",,,1.0,1.0,1.0,0.2736623287200928
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Source Code Escrow_0","Highlight the parts (if any) of this contract related to ""Source Code Escrow"" that should be reviewed by a lawyer. Details: Is one party required to deposit its source code into escrow with a third party, which can be released to the counterparty upon the occurrence of certain events (bankruptcy,  insolvency, etc.)?",,,1.0,1.0,1.0,0.2690603733062744
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Post-Termination Services_0","Highlight the parts (if any) of this contract related to ""Post-Termination Services"" that should be reviewed by a lawyer. Details: Is a party subject to obligations after the termination or expiration of a contract, including any post-termination transition, payment, transfer of IP, wind-down, last-buy, or similar commitments?",,"5.2 Termination for breach. A party may suspend performance and/or terminate this Agreement, with immediate effect, if the other party: (a) is in material breach of this Agreement where the breach is incapable of remedy; or (b) is in material breach of this Agreement where the breach is capable of remedy and fails to remedy that breach within thirty (30) days after receiving written notice of such breach. 5.3 Termination for insolvency. A party may suspend performance and/or terminate this Agreement, with immediate effect, if the other party: (a) is insolvent or is otherwise unable to pay its debts as they fall due; (b) is subject to any form of insolvency, bankruptcy, receivership or winding-up proceedings or is a party to any arrangement or composition with its creditors; or (c) ceases or threatens to cease to carry on business. 5.4 Termination for convenience. Google may terminate this Agreement with immediate effect by giving written notice to Distributor. 5.5 Effect of termination. Upon expiration or termination of this Agreement: (a) all rights and licenses granted under this Agreement shall immediately cease; (b) Distributor shall (and shall ensure that any Third Party Distributors shall) immediately stop reproducing the Products and offering or distributing Bundles; (c) Distributor shall (and shall ensure that any Third Party Distributors shall) immediately cease using any Confidential Information of Google; and (d) Distributor shall immediately return or destroy all Confidential Information of Google that is in its possession or control. 5.6 Effect of termination. Upon expiration or termination of this Agreement: (a) all rights and licenses granted under this Agreement shall immediately cease; (b) Distributor shall (and shall ensure that any Third Party Distributors shall) immediately stop reproducing the Products and offering or distributing Bundles; (c) Distributor shall (and shall ensure that any Third Party Distributors shall) immediately cease using any Confidential Information of Google; and (d) Distributor shall immediately return or destroy all Confidential Information of Google that is in its possession or control.",0.0,0.0,0.0,49.06022381782532
