id,question,gold_answer,model_answer,semantic_similarity,bert_score,rouge_l_f1,eval_time_sec
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Change Of Control_3","Highlight the parts (if any) of this contract related to ""Change Of Control"" that should be reviewed by a lawyer. Details: Does one party have the right to terminate or is consent or notice required of the counterparty if such party undergoes a change of control, such as a merger, stock sale, transfer of all or substantially all of its assets or business, or assignment by operation of law?","[ * ] may terminate this Agreement immediately upon written notice if there is a Change of Control of [ * ]. In this  Clause the term ""Control"" shall mean the possession by any person(s) directly or indirectly of the power to direct or cause the direction  of another person and ""Change of Control"" is to be construed accordingly.","The parts of the contract related to ""Change of Control"" that should be reviewed by a lawyer include the termination rights and notice requirements for both parties in the event of a Change of Control.",0.6848760843276978,0.8475685715675354,0.27027026550401756,4.162913084030151
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Anti-Assignment_0","Highlight the parts (if any) of this contract related to ""Anti-Assignment"" that should be reviewed by a lawyer. Details: Is consent or notice required of a party if the contract is assigned to a third party?",[ * ] may [ * ]any of its rights or obligations under this Agreement without the prior written consent of [ * ].,,0.0,0.0,0.0,0.1528012752532959
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Revenue/Profit Sharing_0","Highlight the parts (if any) of this contract related to ""Revenue/Profit Sharing"" that should be reviewed by a lawyer. Details: Is one party required to share revenue or profit with the counterparty for any technology, goods, or services?",,"Review the ""Revenue/Profit Sharing"" clause (if any) in the contract to ensure the terms are clear, legally binding, and comply with relevant tax laws.",0.0,0.0,0.0,3.9576916694641113
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Price Restrictions_0","Highlight the parts (if any) of this contract related to ""Price Restrictions"" that should be reviewed by a lawyer. Details: Is there a restriction on the  ability of a party to raise or reduce prices of technology, goods, or  services provided?",,"Review sections (a), (b), (c), and (d) in Clause 8 related to price restrictions in the contract, as well as Clauses 3.5, 3.6, and [ * ] in Clause 9, as they may limit or exclude a party's ability to set prices for technology, goods, or services provided.",0.0,0.0,0.0,6.727933406829834
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Minimum Commitment_0","Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?",,,1.0,1.0,1.0,0.14648151397705078
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Volume Restriction_0","Highlight the parts (if any) of this contract related to ""Volume Restriction"" that should be reviewed by a lawyer. Details: Is there a fee increase or consent requirement, etc. if one party’s use of the product/services exceeds certain threshold?",,,1.0,1.0,1.0,0.1446833610534668
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Ip Ownership Assignment_0","Highlight the parts (if any) of this contract related to ""Ip Ownership Assignment"" that should be reviewed by a lawyer. Details: Does intellectual property created  by one party become the property of the counterparty, either per the terms of the contract or upon the occurrence of certain events?",,"Clauses 10.1 to 10.6, particularly the IP Claim provisions, should be reviewed by a lawyer to determine the implications of intellectual property ownership assignment or transfer upon the occurrence of certain events.",0.0,0.0,0.0,4.647948503494263
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Joint Ip Ownership_0","Highlight the parts (if any) of this contract related to ""Joint Ip Ownership"" that should be reviewed by a lawyer. Details: Is there any clause providing for joint or shared ownership of intellectual property between the parties to the contract?",,Review the clauses related to intellectual property ownership in sections 10.1 to 10.5 and 11.1 of the contract.,0.0,0.0,0.0,3.5663294792175293
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__License Grant_0","Highlight the parts (if any) of this contract related to ""License Grant"" that should be reviewed by a lawyer. Details: Does the contract contain a license granted by one party to its counterparty?","Subject to the terms and conditions of this Agreement, Google grants to Distributor a [* ] license during the  Term to: (a) bundle the Distribution Products, in machine-readable binary code format only, solely with Distributor App(s); (b) distribute  Bundles directly (or indirectly, subject to Clause 2.2 (Third Party Distribution)) to End Users in the Territory; (c) when indicated by the  applicable Criteria Checker and requested by the End User in accordance with clause 3.2 (Form of Distribution Offering), install the  Chrome Browser or the Google Toolbar (as applicable) on the End User's system using the Google Installers; and (d) reproduce (or have  reproduced by Third Party Distributors as defined in Clause 2.2 (Third Party Distribution)), the Distribution Products to the extent  necessary to exercise the rights granted in (a), (b) and (c).",Review Clause 2 (License Grants and Restrictions) for the specific terms of the license grant.,0.37819457054138184,0.8159592747688293,0.09708737629182776,3.001368522644043
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__License Grant_1","Highlight the parts (if any) of this contract related to ""License Grant"" that should be reviewed by a lawyer. Details: Does the contract contain a license granted by one party to its counterparty?","Subject to the terms and conditions of this Agreement, Google grants to Distributor a limited, [ * ] license  during the Term to use the Google Trademarks, in accordance with Google's trademark usage guidelines, solely to market and promote the  Products consistent with this Agreement, provided that all use of the Google Trademarks shall be subject to Google's prior review and  advance written consent.",Review Clause 2 (License Grants and Restrictions) for the specific terms of the license grant.,0.4127568006515503,0.829515814781189,0.09999999642222235,2.9736714363098145
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Non-Transferable License_0","Highlight the parts (if any) of this contract related to ""Non-Transferable License"" that should be reviewed by a lawyer. Details: Does the contract limit the ability of a party to transfer the license being granted to a third party?",,"Review the ""Non-Transferable License"" clause (9.3) in the contract, which restricts the grantee's ability to transfer the license to third parties.",0.0,0.0,0.0,3.9586055278778076
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Affiliate License-Licensor_0","Highlight the parts (if any) of this contract related to ""Affiliate License-Licensor"" that should be reviewed by a lawyer. Details: Does the contract contain a license grant by affiliates of the licensor or that includes intellectual property of affiliates of the licensor?",,"Review the parts related to ""Google grants to Distributor a [*] license during the Term to use the Google Trademarks"" for any involvement of affiliates' intellectual property.",0.0,0.0,0.0,3.966262102127075
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Affiliate License-Licensee_0","Highlight the parts (if any) of this contract related to ""Affiliate License-Licensee"" that should be reviewed by a lawyer. Details: Does the contract contain a license grant to a licensee (incl. sublicensor) and the affiliates of such licensee/sublicensor?",,"Review the ""Products License Grant"" and ""Trademark License and Use"" sections for any implications related to the ""Affiliate License-Licensee"" and their affiliates.",0.0,0.0,0.0,4.050481796264648
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Unlimited/All-You-Can-Eat-License_0","Highlight the parts (if any) of this contract related to ""Unlimited/All-You-Can-Eat-License"" that should be reviewed by a lawyer. Details: Is there a clause granting one party an “enterprise,” “all you can eat” or unlimited usage license?",,,1.0,1.0,1.0,0.14382600784301758
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Irrevocable Or Perpetual License_0","Highlight the parts (if any) of this contract related to ""Irrevocable Or Perpetual License"" that should be reviewed by a lawyer. Details: Does the contract contain a  license grant that is irrevocable or perpetual?",,,1.0,1.0,1.0,0.14704370498657227
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Source Code Escrow_0","Highlight the parts (if any) of this contract related to ""Source Code Escrow"" that should be reviewed by a lawyer. Details: Is one party required to deposit its source code into escrow with a third party, which can be released to the counterparty upon the occurrence of certain events (bankruptcy,  insolvency, etc.)?",,,1.0,1.0,1.0,0.14850187301635742
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Post-Termination Services_0","Highlight the parts (if any) of this contract related to ""Post-Termination Services"" that should be reviewed by a lawyer. Details: Is a party subject to obligations after the termination or expiration of a contract, including any post-termination transition, payment, transfer of IP, wind-down, last-buy, or similar commitments?",,"The sections related to ""Effect of Termination"" (5.6), ""Termination for breach"" (5.2), and ""Termination for insolvency"" (5.3) should be reviewed by a lawyer when dealing with post-termination services in this contract. These sections outline the consequences of termination, including the survival of certain clauses and the obligations of each party during and after the termination.",0.0,0.0,0.0,7.711716413497925
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Audit Rights_0","Highlight the parts (if any) of this contract related to ""Audit Rights"" that should be reviewed by a lawyer. Details: Does a party have the right to  audit the books, records, or physical locations of the counterparty to ensure compliance with the contract?","During the Term, and for a period of [ * ] thereafter, Google may audit Distributor's relevant records to confirm  Distributor's compliance with this Agreement.",,0.0,0.0,0.0,0.14389348030090332
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Uncapped Liability_0","Highlight the parts (if any) of this contract related to ""Uncapped Liability"" that should be reviewed by a lawyer. Details: Is a party’s liability uncapped upon the breach of its obligation in the contract? This also includes uncap liability for a particular type of breach such as IP infringement or breach of confidentiality obligation.","Subject to Clauses 9.1 and 9.2, neither party shall be liable under this Agreement (whether in contract, tort or otherwise) for any:

  (a) loss of anticipated savings;

  (b) loss of business opportunity (which for the avoidance of doubt shall not include loss of advertising revenue);

  (c) loss of or corruption of data;

  (d) loss or damage resulting from third party claims; or

  (e) indirect or consequential losses;
     suffered or incurred by the other party (whether or not such losses were within the contemplation of the parties at the date of this  Agreement).","Review Clauses 9.4, 10.1 to 10.6, and 11.1 related to ""Uncapped Liability"" for IP infringement or breach of confidentiality obligation.",0.4917226731777191,0.8257368803024292,0.18604650793672262,4.813812017440796
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Uncapped Liability_1","Highlight the parts (if any) of this contract related to ""Uncapped Liability"" that should be reviewed by a lawyer. Details: Is a party’s liability uncapped upon the breach of its obligation in the contract? This also includes uncap liability for a particular type of breach such as IP infringement or breach of confidentiality obligation.","Nothing in this Agreement shall exclude or limit either party's liability for:

  (a) death or personal injury resulting from the negligence of either party or their servants, agents or employees;

  (b) fraud or fraudulent misrepresentation;","Review Clauses 9.4, 10.1 to 10.6, and 11.1 related to ""Uncapped Liability"" for IP infringement or breach of confidentiality obligation.",0.5076420903205872,0.8126465082168579,0.07843136770472925,4.761664152145386
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Uncapped Liability_2","Highlight the parts (if any) of this contract related to ""Uncapped Liability"" that should be reviewed by a lawyer. Details: Is a party’s liability uncapped upon the breach of its obligation in the contract? This also includes uncap liability for a particular type of breach such as IP infringement or breach of confidentiality obligation.","(c) breach of any implied condition as to title or quiet enjoyment; and

  (d) misuse of confidential information.","Review Clauses 9.4, 10.1 to 10.6, and 11.1 related to ""Uncapped Liability"" for IP infringement or breach of confidentiality obligation.",0.4637198746204376,0.8199158310890198,0.21052631084487544,4.763005018234253
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Uncapped Liability_3","Highlight the parts (if any) of this contract related to ""Uncapped Liability"" that should be reviewed by a lawyer. Details: Is a party’s liability uncapped upon the breach of its obligation in the contract? This also includes uncap liability for a particular type of breach such as IP infringement or breach of confidentiality obligation.","Subject to Clauses 9.1 and 9.2, each party's total liability under or in connection with this Agreement (whether in contract, tort or  otherwise) arising in any Contract Year is limited to the greater of:

  (a) [ * ] Euros ([ * ] Euros); and

  (b) [ * ]% of the total payment due to the Distributor in the relevant Contract Year pursuant to Clause 4 (Payment Terms).","Review Clauses 9.4, 10.1 to 10.6, and 11.1 related to ""Uncapped Liability"" for IP infringement or breach of confidentiality obligation.",0.4271462857723236,0.8329017162322998,0.16901408034120222,4.751280069351196
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Uncapped Liability_4","Highlight the parts (if any) of this contract related to ""Uncapped Liability"" that should be reviewed by a lawyer. Details: Is a party’s liability uncapped upon the breach of its obligation in the contract? This also includes uncap liability for a particular type of breach such as IP infringement or breach of confidentiality obligation.","Nothing in this Agreement shall exclude or limit either party's liability under Clause 10 (Indemnities), or Distributor's liability under Clause  2 (License Grants and Restrictions), Clause 3.5 (Exclusivity), Clause 3.6 (End User License Agreement) and Clause 3.7 (Accurate  Reproduction) or Clause [ * ].","Review Clauses 9.4, 10.1 to 10.6, and 11.1 related to ""Uncapped Liability"" for IP infringement or breach of confidentiality obligation.",0.5574131011962891,0.8412688970565796,0.10714285245535735,4.781723260879517
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Cap On Liability_0","Highlight the parts (if any) of this contract related to ""Cap On Liability"" that should be reviewed by a lawyer. Details: Does the contract include a cap on liability upon the breach of a party’s obligation? This includes time limitation for the counterparty to bring claims or maximum amount for recovery.","Subject to Clauses 9.1 and 9.2, neither party shall be liable under this Agreement (whether in contract, tort or otherwise) for any:

  (a) loss of anticipated savings;

  (b) loss of business opportunity (which for the avoidance of doubt shall not include loss of advertising revenue);

  (c) loss of or corruption of data;

  (d) loss or damage resulting from third party claims; or

  (e) indirect or consequential losses;
     suffered or incurred by the other party (whether or not such losses were within the contemplation of the parties at the date of this  Agreement).","Review the parts of the contract related to Clause 9.1, which outlines the exceptions to the liability cap, and Clause 9.3, which specifies the limitations of liability for both parties.",0.5959575176239014,0.8311946392059326,0.13793103070418825,4.503957271575928
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Cap On Liability_1","Highlight the parts (if any) of this contract related to ""Cap On Liability"" that should be reviewed by a lawyer. Details: Does the contract include a cap on liability upon the breach of a party’s obligation? This includes time limitation for the counterparty to bring claims or maximum amount for recovery.","Subject to Clauses 9.1 and 9.2, each party's total liability under or in connection with this Agreement (whether in contract, tort or  otherwise) arising in any Contract Year is limited to the greater of:

  (a) [ * ] Euros ([ * ] Euros); and

  (b) [ * ]% of the total payment due to the Distributor in the relevant Contract Year pursuant to Clause 4 (Payment Terms).","Review the parts of the contract related to Clause 9.1, which outlines the exceptions to the liability cap, and Clause 9.3, which specifies the limitations of liability for both parties.",0.5103360414505005,0.846042811870575,0.16666666242283962,4.466893196105957
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Cap On Liability_2","Highlight the parts (if any) of this contract related to ""Cap On Liability"" that should be reviewed by a lawyer. Details: Does the contract include a cap on liability upon the breach of a party’s obligation? This includes time limitation for the counterparty to bring claims or maximum amount for recovery.","Notwithstanding anything to the contrary, in no event shall the [ * ] paid or payable to Distributor by Google pursuant to Clause 4.1  (Payments) exceed the [ * ].","Review the parts of the contract related to Clause 9.1, which outlines the exceptions to the liability cap, and Clause 9.3, which specifies the limitations of liability for both parties.",0.37006306648254395,0.8309617638587952,0.13043477761814765,4.4664692878723145
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Cap On Liability_3","Highlight the parts (if any) of this contract related to ""Cap On Liability"" that should be reviewed by a lawyer. Details: Does the contract include a cap on liability upon the breach of a party’s obligation? This includes time limitation for the counterparty to bring claims or maximum amount for recovery.",The foregoing Clauses 10.1 to 10.5 states the parties' entire liability and exclusive remedy with respect to infringement of a third party's  Intellectual Property Rights.,"Review the parts of the contract related to Clause 9.1, which outlines the exceptions to the liability cap, and Clause 9.3, which specifies the limitations of liability for both parties.",0.6427948474884033,0.8743881583213806,0.21276595246717986,4.47350811958313
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Liquidated Damages_0","Highlight the parts (if any) of this contract related to ""Liquidated Damages"" that should be reviewed by a lawyer. Details: Does the contract contain a clause that would award either party liquidated damages for breach or a fee upon the termination of a contract (termination fee)?",,,1.0,1.0,1.0,0.14842772483825684
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Warranty Duration_0","Highlight the parts (if any) of this contract related to ""Warranty Duration"" that should be reviewed by a lawyer. Details: What is the duration of any  warranty against defects or errors in technology, products, or services  provided under the contract?",Google warrants that the Distribution Products will for a period of [ * ] from the date of their supply to Distributor be free from any defect  which has a materially adverse effect on their use or operation.,,0.0,0.0,0.0,0.14700984954833984
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Insurance_0","Highlight the parts (if any) of this contract related to ""Insurance"" that should be reviewed by a lawyer. Details: Is there a requirement for insurance that must be maintained by one party for the benefit of the counterparty?",,,1.0,1.0,1.0,0.1457829475402832
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Covenant Not To Sue_0","Highlight the parts (if any) of this contract related to ""Covenant Not To Sue"" that should be reviewed by a lawyer. Details: Is a party restricted from contesting the validity of the counterparty’s ownership of intellectual property or otherwise bringing a claim against the counterparty for matters unrelated to the contract?",,"The ""Covenant Not To Sue"" clause in this contract (Clause 10.6) restricts the parties from bringing claims against each other for matters unrelated to the contract, and specifies that the parties may only seek injunctive relief or other relief to protect their intellectual property rights. This clause should be reviewed by a lawyer to ensure that the party is not restricted from contesting the validity of the counterparty's ownership of intellectual property or otherwise bringing non-contractual claims.",0.0,0.0,0.0,8.704392194747925
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Third Party Beneficiary_0","Highlight the parts (if any) of this contract related to ""Third Party Beneficiary"" that should be reviewed by a lawyer. Details: Is there a non-contracting party who is a beneficiary to some or all of the clauses in the contract and therefore can enforce its rights against a contracting party?",,"Review the clause ""11.9 No Third-Party Beneficiaries"" to ensure that no unintended third-party beneficiaries have been inadvertently excluded.",0.0,0.0,0.0,4.029627323150635
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Document Name_0,"Highlight the parts (if any) of this contract related to ""Document Name"" that should be reviewed by a lawyer. Details: The name of the contract",JOINT FILING AGREEMENT,,0.0,0.0,0.0,0.0181882381439209
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Parties_0,"Highlight the parts (if any) of this contract related to ""Parties"" that should be reviewed by a lawyer. Details: The two or more parties who signed the contract",Shelby J. Butterfield,,0.0,0.0,0.0,0.015414714813232422
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Parties_1,"Highlight the parts (if any) of this contract related to ""Parties"" that should be reviewed by a lawyer. Details: The two or more parties who signed the contract",Co-Trustee,,0.0,0.0,0.0,0.015465021133422852
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Agreement Date_0,"Highlight the parts (if any) of this contract related to ""Agreement Date"" that should be reviewed by a lawyer. Details: The date of the contract","March 27, 2020.",,0.0,0.0,0.0,0.015086174011230469
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Effective Date_0,"Highlight the parts (if any) of this contract related to ""Effective Date"" that should be reviewed by a lawyer. Details: The date when the contract is effective",,,1.0,1.0,1.0,0.014905691146850586
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Expiration Date_0,"Highlight the parts (if any) of this contract related to ""Expiration Date"" that should be reviewed by a lawyer. Details: On what date will the contract's initial term expire?",,,1.0,1.0,1.0,0.015000343322753906
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Renewal Term_0,"Highlight the parts (if any) of this contract related to ""Renewal Term"" that should be reviewed by a lawyer. Details: What is the renewal term after the initial term expires? This includes automatic extensions and unilateral extensions with prior notice.",,,1.0,1.0,1.0,0.014945507049560547
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Notice Period To Terminate Renewal_0,"Highlight the parts (if any) of this contract related to ""Notice Period To Terminate Renewal"" that should be reviewed by a lawyer. Details: What is the notice period required to terminate renewal?",,,1.0,1.0,1.0,0.01578807830810547
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Governing Law_0,"Highlight the parts (if any) of this contract related to ""Governing Law"" that should be reviewed by a lawyer. Details: Which state/country's law governs the interpretation of the contract?",,,1.0,1.0,1.0,0.015054702758789062
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Most Favored Nation_0,"Highlight the parts (if any) of this contract related to ""Most Favored Nation"" that should be reviewed by a lawyer. Details: Is there a clause that if a third party gets better terms on the licensing or sale of technology/goods/services described in the contract, the buyer of such technology/goods/services under the contract shall be entitled to those better terms?",,,1.0,1.0,1.0,0.015192270278930664
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Non-Compete_0,"Highlight the parts (if any) of this contract related to ""Non-Compete"" that should be reviewed by a lawyer. Details: Is there a restriction on the ability of a party to compete with the counterparty or operate in a certain geography or business or technology sector?",,,1.0,1.0,1.0,0.01500391960144043
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Exclusivity_0,"Highlight the parts (if any) of this contract related to ""Exclusivity"" that should be reviewed by a lawyer. Details: Is there an exclusive dealing  commitment with the counterparty? This includes a commitment to procure all “requirements” from one party of certain technology, goods, or services or a prohibition on licensing or selling technology, goods or services to third parties, or a prohibition on  collaborating or working with other parties), whether during the contract or  after the contract ends (or both).",,,1.0,1.0,1.0,0.0183565616607666
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__No-Solicit Of Customers_0,"Highlight the parts (if any) of this contract related to ""No-Solicit Of Customers"" that should be reviewed by a lawyer. Details: Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)?",,,1.0,1.0,1.0,0.015816688537597656
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Competitive Restriction Exception_0,"Highlight the parts (if any) of this contract related to ""Competitive Restriction Exception"" that should be reviewed by a lawyer. Details: This category includes the exceptions or carveouts to Non-Compete, Exclusivity and No-Solicit of Customers above.",,,1.0,1.0,1.0,0.015571832656860352
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__No-Solicit Of Employees_0,"Highlight the parts (if any) of this contract related to ""No-Solicit Of Employees"" that should be reviewed by a lawyer. Details: Is there a restriction on a party’s soliciting or hiring employees and/or contractors from the  counterparty, whether during the contract or after the contract ends (or both)?",,,1.0,1.0,1.0,0.01631450653076172
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Non-Disparagement_0,"Highlight the parts (if any) of this contract related to ""Non-Disparagement"" that should be reviewed by a lawyer. Details: Is there a requirement on a party not to disparage the counterparty?",,,1.0,1.0,1.0,0.01470637321472168
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Termination For Convenience_0,"Highlight the parts (if any) of this contract related to ""Termination For Convenience"" that should be reviewed by a lawyer. Details: Can a party terminate this  contract without cause (solely by giving a notice and allowing a waiting  period to expire)?",,,1.0,1.0,1.0,0.014742136001586914
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Rofr/Rofo/Rofn_0,"Highlight the parts (if any) of this contract related to ""Rofr/Rofo/Rofn"" that should be reviewed by a lawyer. Details: Is there a clause granting one party a right of first refusal, right of first offer or right of first negotiation to purchase, license, market, or distribute equity interest, technology, assets, products or services?",,,1.0,1.0,1.0,0.014776229858398438
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Change Of Control_0,"Highlight the parts (if any) of this contract related to ""Change Of Control"" that should be reviewed by a lawyer. Details: Does one party have the right to terminate or is consent or notice required of the counterparty if such party undergoes a change of control, such as a merger, stock sale, transfer of all or substantially all of its assets or business, or assignment by operation of law?",,,1.0,1.0,1.0,0.01540684700012207
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Anti-Assignment_0,"Highlight the parts (if any) of this contract related to ""Anti-Assignment"" that should be reviewed by a lawyer. Details: Is consent or notice required of a party if the contract is assigned to a third party?",,,1.0,1.0,1.0,0.014799118041992188
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Revenue/Profit Sharing_0,"Highlight the parts (if any) of this contract related to ""Revenue/Profit Sharing"" that should be reviewed by a lawyer. Details: Is one party required to share revenue or profit with the counterparty for any technology, goods, or services?",,,1.0,1.0,1.0,0.01517939567565918
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Price Restrictions_0,"Highlight the parts (if any) of this contract related to ""Price Restrictions"" that should be reviewed by a lawyer. Details: Is there a restriction on the  ability of a party to raise or reduce prices of technology, goods, or  services provided?",,,1.0,1.0,1.0,0.015333890914916992
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Minimum Commitment_0,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?",,,1.0,1.0,1.0,0.015012979507446289
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Volume Restriction_0,"Highlight the parts (if any) of this contract related to ""Volume Restriction"" that should be reviewed by a lawyer. Details: Is there a fee increase or consent requirement, etc. if one party’s use of the product/services exceeds certain threshold?",,,1.0,1.0,1.0,0.01568293571472168
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Ip Ownership Assignment_0,"Highlight the parts (if any) of this contract related to ""Ip Ownership Assignment"" that should be reviewed by a lawyer. Details: Does intellectual property created  by one party become the property of the counterparty, either per the terms of the contract or upon the occurrence of certain events?",,,1.0,1.0,1.0,0.016158580780029297
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Joint Ip Ownership_0,"Highlight the parts (if any) of this contract related to ""Joint Ip Ownership"" that should be reviewed by a lawyer. Details: Is there any clause providing for joint or shared ownership of intellectual property between the parties to the contract?",,,1.0,1.0,1.0,0.01562976837158203
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__License Grant_0,"Highlight the parts (if any) of this contract related to ""License Grant"" that should be reviewed by a lawyer. Details: Does the contract contain a license granted by one party to its counterparty?",,,1.0,1.0,1.0,0.016448974609375
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Non-Transferable License_0,"Highlight the parts (if any) of this contract related to ""Non-Transferable License"" that should be reviewed by a lawyer. Details: Does the contract limit the ability of a party to transfer the license being granted to a third party?",,,1.0,1.0,1.0,0.015634775161743164
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Affiliate License-Licensor_0,"Highlight the parts (if any) of this contract related to ""Affiliate License-Licensor"" that should be reviewed by a lawyer. Details: Does the contract contain a license grant by affiliates of the licensor or that includes intellectual property of affiliates of the licensor?",,,1.0,1.0,1.0,0.016088485717773438
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Affiliate License-Licensee_0,"Highlight the parts (if any) of this contract related to ""Affiliate License-Licensee"" that should be reviewed by a lawyer. Details: Does the contract contain a license grant to a licensee (incl. sublicensor) and the affiliates of such licensee/sublicensor?",,,1.0,1.0,1.0,0.015241861343383789
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Unlimited/All-You-Can-Eat-License_0,"Highlight the parts (if any) of this contract related to ""Unlimited/All-You-Can-Eat-License"" that should be reviewed by a lawyer. Details: Is there a clause granting one party an “enterprise,” “all you can eat” or unlimited usage license?",,,1.0,1.0,1.0,0.015229463577270508
