retriever,Model,agreement_id,question,gold_answer,pred_answer,confidence,time
whoosh,nlpaueb_legalbert,Agreement_4,"What is arrangement set by the landlord for the tenant to
move rooms?","The tenant agrees not to move to another room within the
Hall or to any other accommodation provided by us without first
submitting a request to transfer form to the Accommodation Office and
that request being approved. If the landlord permits the tenant to move,
all the terms and conditions of this Agreement will be transferred to the
new Accommodation.",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_4,"What is arrangement set by the landlord for the tenant to
move rooms?","The tenant agrees not to move to another room within the
Hall or to any other accommodation provided by us without first
submitting a request to transfer form to the Accommodation Office and
that request being approved. If the landlord permits the tenant to move,
all the terms and conditions of this Agreement will be transferred to the
new Accommodation.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_4,"On what standard does the landlord want the room to be
kept in?","The landlord expects the tenant to keep the accommodation
in a clean and tidy condition at all times and to place any rubbish and
recyclable materials in designated areas in the Hall.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_4,"On what standard does the landlord want the room to be
kept in?","The landlord expects the tenant to keep the accommodation
in a clean and tidy condition at all times and to place any rubbish and
recyclable materials in designated areas in the Hall.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_4,"On what standard does the landlord want the room to be
kept in?","The landlord expects the tenant to keep the accommodation
in a clean and tidy condition at all times and to place any rubbish and
recyclable materials in designated areas in the Hall.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_4,"Are pets allowed in the property and if not are there any
exceptions?","The tenant must not keep any animal, bird, reptile, insect
or fish at the Accommodation or in the Hall. However, if the tenant
2
wishes to bring an assistance animal you must have first undertaken the
agreed process to do so and agree to the code of conduct for assistance
animals in the Accommodation. If the tenant has not followed this
process, we will ask you to remove your assistance animal.",,-1.0,1.1920928955078125e-06
whoosh,nlpaueb_legalbert,Agreement_4,"Are pets allowed in the property and if not are there any
exceptions?","The tenant must not keep any animal, bird, reptile, insect
or fish at the Accommodation or in the Hall. However, if the tenant
2
wishes to bring an assistance animal you must have first undertaken the
agreed process to do so and agree to the code of conduct for assistance
animals in the Accommodation. If the tenant has not followed this
process, we will ask you to remove your assistance animal.",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_4,"Are pets allowed in the property and if not are there any
exceptions?","The tenant must not keep any animal, bird, reptile, insect
or fish at the Accommodation or in the Hall. However, if the tenant
2
wishes to bring an assistance animal you must have first undertaken the
agreed process to do so and agree to the code of conduct for assistance
animals in the Accommodation. If the tenant has not followed this
process, we will ask you to remove your assistance animal.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_4,"What must the tenant do when the period of residence
ceases?","The tenant must return all keys and swipe cards to the Hall
Administration Office. If keys or swipe cards are not returned the
landlord will have to either fit new locks or replace the key or swipe card
and we will charge you for the reasonable cost of this. Moreover, the
tenant must leave the Accommodation in a clean and tidy condition and
to leave it and all items listed in the Inventory in the same condition as
at the start of the Period of Residence, fair wear and tear excepted.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_4,"What must the tenant do when the period of residence
ceases?","The tenant must return all keys and swipe cards to the Hall
Administration Office. If keys or swipe cards are not returned the
landlord will have to either fit new locks or replace the key or swipe card
and we will charge you for the reasonable cost of this. Moreover, the
tenant must leave the Accommodation in a clean and tidy condition and
to leave it and all items listed in the Inventory in the same condition as
at the start of the Period of Residence, fair wear and tear excepted.",,-1.0,4.76837158203125e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_4,"What must the tenant do when the period of residence
ceases?","The tenant must return all keys and swipe cards to the Hall
Administration Office. If keys or swipe cards are not returned the
landlord will have to either fit new locks or replace the key or swipe card
and we will charge you for the reasonable cost of this. Moreover, the
tenant must leave the Accommodation in a clean and tidy condition and
to leave it and all items listed in the Inventory in the same condition as
at the start of the Period of Residence, fair wear and tear excepted.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_4,"What happens to any belongings left after the period of
residence ends?","If the tenant leaves any rubbish in the Accommodation,
they agree that the landlord can dispose of this. If any of the tenant’s
personal belongings are left in the Accommodation, the landlord will
notify you of this and give you a reasonable period of time to collect
them. If the tenant does not collect your belongings within that
reasonable period, you agree that we can dispose of those belongings.
The landlord will not be responsible for any damage to belongings or
missing items which you leave behind in the Accommodation or
Communal Areas when the tenant vacates the Accommodation, or
where the tenant uses third parties to collect their belongings on their
behalf from the Accommodation.",,-1.0,4.76837158203125e-07
whoosh,nlpaueb_legalbert,Agreement_4,"What happens to any belongings left after the period of
residence ends?","If the tenant leaves any rubbish in the Accommodation,
they agree that the landlord can dispose of this. If any of the tenant’s
personal belongings are left in the Accommodation, the landlord will
notify you of this and give you a reasonable period of time to collect
them. If the tenant does not collect your belongings within that
reasonable period, you agree that we can dispose of those belongings.
The landlord will not be responsible for any damage to belongings or
missing items which you leave behind in the Accommodation or
Communal Areas when the tenant vacates the Accommodation, or
where the tenant uses third parties to collect their belongings on their
behalf from the Accommodation.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_4,"What happens to any belongings left after the period of
residence ends?","If the tenant leaves any rubbish in the Accommodation,
they agree that the landlord can dispose of this. If any of the tenant’s
personal belongings are left in the Accommodation, the landlord will
notify you of this and give you a reasonable period of time to collect
them. If the tenant does not collect your belongings within that
reasonable period, you agree that we can dispose of those belongings.
The landlord will not be responsible for any damage to belongings or
missing items which you leave behind in the Accommodation or
Communal Areas when the tenant vacates the Accommodation, or
where the tenant uses third parties to collect their belongings on their
behalf from the Accommodation.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_4,"How can the tenant terminate their agreement before they
occupy the property?","The tenant may terminate this Agreement if they: -
a. have not yet taken up occupation of the Accommodation; and
3
b. notify the Accommodation Office in writing of your wish to
terminate this Agreement.
If the tenant terminates this Agreement under this Clause the
landlord will refund the Advanced License Fee Payment and
any License Fee that you have already paid.",,-1.0,4.76837158203125e-07
whoosh,nlpaueb_legalbert,Agreement_4,"How can the tenant terminate their agreement before they
occupy the property?","The tenant may terminate this Agreement if they: -
a. have not yet taken up occupation of the Accommodation; and
3
b. notify the Accommodation Office in writing of your wish to
terminate this Agreement.
If the tenant terminates this Agreement under this Clause the
landlord will refund the Advanced License Fee Payment and
any License Fee that you have already paid.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_4,"How can the tenant terminate their agreement before they
occupy the property?","The tenant may terminate this Agreement if they: -
a. have not yet taken up occupation of the Accommodation; and
3
b. notify the Accommodation Office in writing of your wish to
terminate this Agreement.
If the tenant terminates this Agreement under this Clause the
landlord will refund the Advanced License Fee Payment and
any License Fee that you have already paid.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_4,Can the landlord prematurely end the agreement?,"Yes, the landlord may suspend this Agreement if they believe
that (acting reasonably and in the best interests of you and our wider
study body) it is necessary because of any legislation and / or guidance
issued by the UK Government.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_4,Can the landlord prematurely end the agreement?,"Yes, the landlord may suspend this Agreement if they believe
that (acting reasonably and in the best interests of you and our wider
study body) it is necessary because of any legislation and / or guidance
issued by the UK Government.",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_4,Can the landlord prematurely end the agreement?,"Yes, the landlord may suspend this Agreement if they believe
that (acting reasonably and in the best interests of you and our wider
study body) it is necessary because of any legislation and / or guidance
issued by the UK Government.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_4,What law governs this contract?,"This Agreement is governed by English law and international
students should be aware that this may differ from their home country.
4",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_4,What law governs this contract?,"This Agreement is governed by English law and international
students should be aware that this may differ from their home country.
4",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_4,What law governs this contract?,"This Agreement is governed by English law and international
students should be aware that this may differ from their home country.
4",,-1.0,2.384185791015625e-07
faiss,jasu_legalbert,Agreement_4,"Are there payments needed for tenancy agreement to be
deemed accepted?","Yes, if the tenant has elected to pay by way of ""Instalments""
(as detailed in Schedule 1) rather than by a ""Single Payment"" they must
pay the Advanced License Fee Payment to Accept this Agreement. The
relevant payment must be paid otherwise the Agreement will not
actually be completed and the contract between the parties will not be
formed.",the payments set out above will be due immediately,0.057492196559906006,0.07993674278259277
faiss,nlpaueb_legalbert,Agreement_4,"Are there payments needed for tenancy agreement to be
deemed accepted?","Yes, if the tenant has elected to pay by way of ""Instalments""
(as detailed in Schedule 1) rather than by a ""Single Payment"" they must
pay the Advanced License Fee Payment to Accept this Agreement. The
relevant payment must be paid otherwise the Agreement will not
actually be completed and the contract between the parties will not be
formed.",will enjoy all the rights set,0.00010997689241776243,0.08150553703308105
faiss,atharvamundada_bertlarge_legal,Agreement_4,"Are there payments needed for tenancy agreement to be
deemed accepted?","Yes, if the tenant has elected to pay by way of ""Instalments""
(as detailed in Schedule 1) rather than by a ""Single Payment"" they must
pay the Advanced License Fee Payment to Accept this Agreement. The
relevant payment must be paid otherwise the Agreement will not
actually be completed and the contract between the parties will not be
formed.",the payments set out above will be due immediately,0.17917796969413757,0.26587748527526855
faiss,jasu_legalbert,Agreement_4,At what time must the tenant vacate the property?,"The tenant must vacate the accommodation and remove all
your personal possessions from it by 10:00am on the last day of the
Period of Residence.",10:00am,0.7423563599586487,0.07705187797546387
faiss,nlpaueb_legalbert,Agreement_4,At what time must the tenant vacate the property?,"The tenant must vacate the accommodation and remove all
your personal possessions from it by 10:00am on the last day of the
Period of Residence.",wear and tear excepted. If you leave any rubbish,0.0001794697600416839,0.07364988327026367
faiss,atharvamundada_bertlarge_legal,Agreement_4,At what time must the tenant vacate the property?,"The tenant must vacate the accommodation and remove all
your personal possessions from it by 10:00am on the last day of the
Period of Residence.",10:00am,0.9461875557899475,0.2239208221435547
faiss,jasu_legalbert,Agreement_4,Can either party make any alterations to this agreement?,"No, except for any changes as a result of government
legislation.",action may be taken against you,0.004637278150767088,0.06183433532714844
faiss,nlpaueb_legalbert,Agreement_4,Can either party make any alterations to this agreement?,"No, except for any changes as a result of government
legislation.",full time employment or claim social security benefits) then you will pay,0.00012961371976416558,0.059712886810302734
faiss,atharvamundada_bertlarge_legal,Agreement_4,Can either party make any alterations to this agreement?,"No, except for any changes as a result of government
legislation.",action may be taken against you,0.22113938629627228,0.17937898635864258
faiss,jasu_legalbert,Agreement_4,Is the agreement deemed as a license or tenancy?,"This Agreement is a licence and not a tenancy. This means
that the tenant has a personal right to occupy the Room during the
Period of Residence but do not have exclusive possession of the Room.",Licence Fee,0.4450632631778717,0.07624483108520508
faiss,nlpaueb_legalbert,Agreement_4,Is the agreement deemed as a license or tenancy?,"This Agreement is a licence and not a tenancy. This means
that the tenant has a personal right to occupy the Room during the
Period of Residence but do not have exclusive possession of the Room.",Summer vacation period unless specified otherwise in the Agreement Summary.| |,8.594775863457471e-05,0.07924628257751465
faiss,atharvamundada_bertlarge_legal,Agreement_4,Is the agreement deemed as a license or tenancy?,"This Agreement is a licence and not a tenancy. This means
that the tenant has a personal right to occupy the Room during the
Period of Residence but do not have exclusive possession of the Room.",Licence Fee,0.8065935969352722,0.25565028190612793
faiss,jasu_legalbert,Agreement_4,"What are the landlord’s insurance obligations under this
agreement?","During the Period of residence, the landlord will insure the
Hall against fire and other risks which they reasonably consider
necessary. Additionally, during the Period of residence the landlord will
insure the tenant’s personal belongings up to a limit of £10,000 (ten
thousand pounds) but the tenant will be responsible for administering
any claims that arise.
1",fire and other risks which we reasonably consider necessary,0.04991530627012253,0.07302188873291016
faiss,nlpaueb_legalbert,Agreement_4,"What are the landlord’s insurance obligations under this
agreement?","During the Period of residence, the landlord will insure the
Hall against fire and other risks which they reasonably consider
necessary. Additionally, during the Period of residence the landlord will
insure the tenant’s personal belongings up to a limit of £10,000 (ten
thousand pounds) but the tenant will be responsible for administering
any claims that arise.
1","fittings, furniture or equipment, and any income we lose arising",2.7166186555405147e-05,0.07434225082397461
faiss,atharvamundada_bertlarge_legal,Agreement_4,"What are the landlord’s insurance obligations under this
agreement?","During the Period of residence, the landlord will insure the
Hall against fire and other risks which they reasonably consider
necessary. Additionally, during the Period of residence the landlord will
insure the tenant’s personal belongings up to a limit of £10,000 (ten
thousand pounds) but the tenant will be responsible for administering
any claims that arise.
1",you will be responsible for administering any claims that arise,0.03321399539709091,0.2367405891418457
faiss,jasu_legalbert,Agreement_4,"Why and when must the tenant compete the inventory
record?","The tenant complete the Inventory and record any
discrepancies on the Building Maintenance System or system as outlined
in your arrival information as soon as possible and in any event within 48
hours of taking occupation of the Accommodation. Paper inventories
need to be returned to your Hall administration office. If the tenant does
not do so, the landlord shall assume that the Inventory is correct.",on arrival,0.37035682797431946,0.08671236038208008
faiss,nlpaueb_legalbert,Agreement_4,"Why and when must the tenant compete the inventory
record?","The tenant complete the Inventory and record any
discrepancies on the Building Maintenance System or system as outlined
in your arrival information as soon as possible and in any event within 48
hours of taking occupation of the Accommodation. Paper inventories
need to be returned to your Hall administration office. If the tenant does
not do so, the landlord shall assume that the Inventory is correct.",Summer vacation period unless specified otherwise in the Agreement Summary.| |,8.639265433885157e-05,0.08619236946105957
faiss,atharvamundada_bertlarge_legal,Agreement_4,"Why and when must the tenant compete the inventory
record?","The tenant complete the Inventory and record any
discrepancies on the Building Maintenance System or system as outlined
in your arrival information as soon as possible and in any event within 48
hours of taking occupation of the Accommodation. Paper inventories
need to be returned to your Hall administration office. If the tenant does
not do so, the landlord shall assume that the Inventory is correct.",on arrival,0.04525817185640335,0.2759668827056885
faiss,jasu_legalbert,Agreement_4,Who are allowed to occupy the property?,"The tenant and their family members if applicable are the
only people authorised to occupy the Accommodation.",you have a personal right to occupy the Room during the Period of Residence,0.0968519002199173,0.060595035552978516
faiss,nlpaueb_legalbert,Agreement_4,Who are allowed to occupy the property?,"The tenant and their family members if applicable are the
only people authorised to occupy the Accommodation.",non-residents; and not to smoke,8.790577703621238e-05,0.05640101432800293
faiss,atharvamundada_bertlarge_legal,Agreement_4,Who are allowed to occupy the property?,"The tenant and their family members if applicable are the
only people authorised to occupy the Accommodation.",non-residents,0.3344229757785797,0.19687390327453613
faiss,jasu_legalbert,Agreement_4,"What is arrangement set by the landlord for the tenant to
move rooms?","The tenant agrees not to move to another room within the
Hall or to any other accommodation provided by us without first
submitting a request to transfer form to the Accommodation Office and
that request being approved. If the landlord permits the tenant to move,
all the terms and conditions of this Agreement will be transferred to the
new Accommodation.",Room Transfer Request Form,0.3691721558570862,0.05668330192565918
faiss,nlpaueb_legalbert,Agreement_4,"What is arrangement set by the landlord for the tenant to
move rooms?","The tenant agrees not to move to another room within the
Hall or to any other accommodation provided by us without first
submitting a request to transfer form to the Accommodation Office and
that request being approved. If the landlord permits the tenant to move,
all the terms and conditions of this Agreement will be transferred to the
new Accommodation.",connection with a risk assessment undertaken by us in relation,0.00033081352012231946,0.05256485939025879
faiss,atharvamundada_bertlarge_legal,Agreement_4,"What is arrangement set by the landlord for the tenant to
move rooms?","The tenant agrees not to move to another room within the
Hall or to any other accommodation provided by us without first
submitting a request to transfer form to the Accommodation Office and
that request being approved. If the landlord permits the tenant to move,
all the terms and conditions of this Agreement will be transferred to the
new Accommodation.",Room Transfer Request Form,0.7064760327339172,0.16493654251098633
faiss,jasu_legalbert,Agreement_4,"On what standard does the landlord want the room to be
kept in?","The landlord expects the tenant to keep the accommodation
in a clean and tidy condition at all times and to place any rubbish and
recyclable materials in designated areas in the Hall.",working order,0.18664278090000153,0.08286571502685547
faiss,nlpaueb_legalbert,Agreement_4,"On what standard does the landlord want the room to be
kept in?","The landlord expects the tenant to keep the accommodation
in a clean and tidy condition at all times and to place any rubbish and
recyclable materials in designated areas in the Hall.",use; 1.1.5,0.000141829252243042,0.0813605785369873
faiss,atharvamundada_bertlarge_legal,Agreement_4,"On what standard does the landlord want the room to be
kept in?","The landlord expects the tenant to keep the accommodation
in a clean and tidy condition at all times and to place any rubbish and
recyclable materials in designated areas in the Hall.",staying in a hotel,0.12617860734462738,0.22664499282836914
faiss,jasu_legalbert,Agreement_4,"Are pets allowed in the property and if not are there any
exceptions?","The tenant must not keep any animal, bird, reptile, insect
or fish at the Accommodation or in the Hall. However, if the tenant
2
wishes to bring an assistance animal you must have first undertaken the
agreed process to do so and agree to the code of conduct for assistance
animals in the Accommodation. If the tenant has not followed this
process, we will ask you to remove your assistance animal.",fair wear and tear,0.27780526876449585,0.0772407054901123
faiss,nlpaueb_legalbert,Agreement_4,"Are pets allowed in the property and if not are there any
exceptions?","The tenant must not keep any animal, bird, reptile, insect
or fish at the Accommodation or in the Hall. However, if the tenant
2
wishes to bring an assistance animal you must have first undertaken the
agreed process to do so and agree to the code of conduct for assistance
animals in the Accommodation. If the tenant has not followed this
process, we will ask you to remove your assistance animal.",wear and tear excepted. If you leave any rubbish,0.0001597110094735399,0.07483983039855957
faiss,atharvamundada_bertlarge_legal,Agreement_4,"Are pets allowed in the property and if not are there any
exceptions?","The tenant must not keep any animal, bird, reptile, insect
or fish at the Accommodation or in the Hall. However, if the tenant
2
wishes to bring an assistance animal you must have first undertaken the
agreed process to do so and agree to the code of conduct for assistance
animals in the Accommodation. If the tenant has not followed this
process, we will ask you to remove your assistance animal.","You must not keep any animal, bird, reptile, insect or fish",0.19630812108516693,0.21112823486328125
faiss,jasu_legalbert,Agreement_4,"What must the tenant do when the period of residence
ceases?","The tenant must return all keys and swipe cards to the Hall
Administration Office. If keys or swipe cards are not returned the
landlord will have to either fit new locks or replace the key or swipe card
and we will charge you for the reasonable cost of this. Moreover, the
tenant must leave the Accommodation in a clean and tidy condition and
to leave it and all items listed in the Inventory in the same condition as
at the start of the Period of Residence, fair wear and tear excepted.",vacate the Accommodation and remove all your personal possessions,0.1969534158706665,0.07839345932006836
faiss,nlpaueb_legalbert,Agreement_4,"What must the tenant do when the period of residence
ceases?","The tenant must return all keys and swipe cards to the Hall
Administration Office. If keys or swipe cards are not returned the
landlord will have to either fit new locks or replace the key or swipe card
and we will charge you for the reasonable cost of this. Moreover, the
tenant must leave the Accommodation in a clean and tidy condition and
to leave it and all items listed in the Inventory in the same condition as
at the start of the Period of Residence, fair wear and tear excepted.",wear and tear excepted. If you leave any rubbish,0.0001795893331291154,0.08040976524353027
faiss,atharvamundada_bertlarge_legal,Agreement_4,"What must the tenant do when the period of residence
ceases?","The tenant must return all keys and swipe cards to the Hall
Administration Office. If keys or swipe cards are not returned the
landlord will have to either fit new locks or replace the key or swipe card
and we will charge you for the reasonable cost of this. Moreover, the
tenant must leave the Accommodation in a clean and tidy condition and
to leave it and all items listed in the Inventory in the same condition as
at the start of the Period of Residence, fair wear and tear excepted.",vacate the Accommodation and remove all your personal possessions from it,0.6333667039871216,0.21192693710327148
faiss,jasu_legalbert,Agreement_4,"What happens to any belongings left after the period of
residence ends?","If the tenant leaves any rubbish in the Accommodation,
they agree that the landlord can dispose of this. If any of the tenant’s
personal belongings are left in the Accommodation, the landlord will
notify you of this and give you a reasonable period of time to collect
them. If the tenant does not collect your belongings within that
reasonable period, you agree that we can dispose of those belongings.
The landlord will not be responsible for any damage to belongings or
missing items which you leave behind in the Accommodation or
Communal Areas when the tenant vacates the Accommodation, or
where the tenant uses third parties to collect their belongings on their
behalf from the Accommodation.",damage,0.40229249000549316,0.06839394569396973
faiss,nlpaueb_legalbert,Agreement_4,"What happens to any belongings left after the period of
residence ends?","If the tenant leaves any rubbish in the Accommodation,
they agree that the landlord can dispose of this. If any of the tenant’s
personal belongings are left in the Accommodation, the landlord will
notify you of this and give you a reasonable period of time to collect
them. If the tenant does not collect your belongings within that
reasonable period, you agree that we can dispose of those belongings.
The landlord will not be responsible for any damage to belongings or
missing items which you leave behind in the Accommodation or
Communal Areas when the tenant vacates the Accommodation, or
where the tenant uses third parties to collect their belongings on their
behalf from the Accommodation.",things right.| |Your responsibilities|By,4.662091669160873e-05,0.06603097915649414
faiss,atharvamundada_bertlarge_legal,Agreement_4,"What happens to any belongings left after the period of
residence ends?","If the tenant leaves any rubbish in the Accommodation,
they agree that the landlord can dispose of this. If any of the tenant’s
personal belongings are left in the Accommodation, the landlord will
notify you of this and give you a reasonable period of time to collect
them. If the tenant does not collect your belongings within that
reasonable period, you agree that we can dispose of those belongings.
The landlord will not be responsible for any damage to belongings or
missing items which you leave behind in the Accommodation or
Communal Areas when the tenant vacates the Accommodation, or
where the tenant uses third parties to collect their belongings on their
behalf from the Accommodation.",We will not be responsible for any damage,0.6145859956741333,0.22465014457702637
faiss,jasu_legalbert,Agreement_4,"How can the tenant terminate their agreement before they
occupy the property?","The tenant may terminate this Agreement if they: -
a. have not yet taken up occupation of the Accommodation; and
3
b. notify the Accommodation Office in writing of your wish to
terminate this Agreement.
If the tenant terminates this Agreement under this Clause the
landlord will refund the Advanced License Fee Payment and
any License Fee that you have already paid.",four weeks written notice,0.10707353055477142,0.05353713035583496
faiss,nlpaueb_legalbert,Agreement_4,"How can the tenant terminate their agreement before they
occupy the property?","The tenant may terminate this Agreement if they: -
a. have not yet taken up occupation of the Accommodation; and
3
b. notify the Accommodation Office in writing of your wish to
terminate this Agreement.
If the tenant terminates this Agreement under this Clause the
landlord will refund the Advanced License Fee Payment and
any License Fee that you have already paid.",belongings from the Accommodation and return your key / access card.,0.00048265341320075095,0.053667306900024414
faiss,atharvamundada_bertlarge_legal,Agreement_4,"How can the tenant terminate their agreement before they
occupy the property?","The tenant may terminate this Agreement if they: -
a. have not yet taken up occupation of the Accommodation; and
3
b. notify the Accommodation Office in writing of your wish to
terminate this Agreement.
If the tenant terminates this Agreement under this Clause the
landlord will refund the Advanced License Fee Payment and
any License Fee that you have already paid.",acting reasonably),0.1995631456375122,0.16295742988586426
faiss,jasu_legalbert,Agreement_4,Can the landlord prematurely end the agreement?,"Yes, the landlord may suspend this Agreement if they believe
that (acting reasonably and in the best interests of you and our wider
study body) it is necessary because of any legislation and / or guidance
issued by the UK Government.",prior written agreement,0.015097038820385933,0.06679940223693848
faiss,nlpaueb_legalbert,Agreement_4,Can the landlord prematurely end the agreement?,"Yes, the landlord may suspend this Agreement if they believe
that (acting reasonably and in the best interests of you and our wider
study body) it is necessary because of any legislation and / or guidance
issued by the UK Government.",things right.| |Your responsibilities|By,4.594015626935288e-05,0.0608363151550293
faiss,atharvamundada_bertlarge_legal,Agreement_4,Can the landlord prematurely end the agreement?,"Yes, the landlord may suspend this Agreement if they believe
that (acting reasonably and in the best interests of you and our wider
study body) it is necessary because of any legislation and / or guidance
issued by the UK Government.",You may terminate this Agreement,0.07219243049621582,0.2072126865386963
faiss,jasu_legalbert,Agreement_4,What law governs this contract?,"This Agreement is governed by English law and international
students should be aware that this may differ from their home country.
4",English,0.42945680022239685,0.05651116371154785
faiss,nlpaueb_legalbert,Agreement_4,What law governs this contract?,"This Agreement is governed by English law and international
students should be aware that this may differ from their home country.
4",return your key / access card.,0.000432632805313915,0.05305624008178711
faiss,atharvamundada_bertlarge_legal,Agreement_4,What law governs this contract?,"This Agreement is governed by English law and international
students should be aware that this may differ from their home country.
4",English law,0.9095090627670288,0.16927123069763184
tfidf,jasu_legalbert,Agreement_5,What is the refundable deposit?,£100.,300,0.46963605284690857,0.06615042686462402
tfidf,nlpaueb_legalbert,Agreement_5,What is the refundable deposit?,£100.,comply with the requirements of this Tenancy,2.6083356715389527e-05,0.07357525825500488
tfidf,atharvamundada_bertlarge_legal,Agreement_5,What is the refundable deposit?,£100.,100,0.7781209945678711,0.2965409755706787
tfidf,jasu_legalbert,Agreement_5,Will the property be insured?,"The Landlord will arrange for the Property to be insured
under comprehensive insurance policies, (details of the inclusive
Tenant’s possessions insurance are available on request).",comprehensive insurance policies,0.42523571848869324,0.0740361213684082
tfidf,nlpaueb_legalbert,Agreement_5,Will the property be insured?,"The Landlord will arrange for the Property to be insured
under comprehensive insurance policies, (details of the inclusive
Tenant’s possessions insurance are available on request).",debit,2.65970502368873e-05,0.07410740852355957
tfidf,atharvamundada_bertlarge_legal,Agreement_5,Will the property be insured?,"The Landlord will arrange for the Property to be insured
under comprehensive insurance policies, (details of the inclusive
Tenant’s possessions insurance are available on request).",comprehensive insurance policies,0.1521797627210617,0.25174832344055176
tfidf,jasu_legalbert,Agreement_5,What is the cost of the tenancy deposit?,"The Tenant must pay the £300 refundable tenancy deposit
to the Landlord.",reasonable expenses,0.08026568591594696,0.09408330917358398
tfidf,nlpaueb_legalbert,Agreement_5,What is the cost of the tenancy deposit?,"The Tenant must pay the £300 refundable tenancy deposit
to the Landlord.","wear and tear excepted), (f) remove all rubbish",0.00011889662710018456,0.08939528465270996
tfidf,atharvamundada_bertlarge_legal,Agreement_5,What is the cost of the tenancy deposit?,"The Tenant must pay the £300 refundable tenancy deposit
to the Landlord.",pay the Landlord the reasonable expenses for the removal of property or furniture,0.15403230488300323,0.3423740863800049
tfidf,jasu_legalbert,Agreement_5,What will the tenancy deposit be used for?,"any Rent or other payments due from the Tenant to the
Landlord, including advance rent that has fallen due
any reasonable sum the Landlord expends or incurs in remedying any
failure by the Tenant to comply with his obligations under this
agreement.
after the end of the Term, any sum owing to the Landlord equivalent to
rent in respect of any period of unauthorised occupation by the Tenant
or anyone under his control.
1",deposit protection scheme,0.05959233269095421,0.07403969764709473
tfidf,nlpaueb_legalbert,Agreement_5,What will the tenancy deposit be used for?,"any Rent or other payments due from the Tenant to the
Landlord, including advance rent that has fallen due
any reasonable sum the Landlord expends or incurs in remedying any
failure by the Tenant to comply with his obligations under this
agreement.
after the end of the Term, any sum owing to the Landlord equivalent to
rent in respect of any period of unauthorised occupation by the Tenant
or anyone under his control.
1",comply with the requirements of this Tenancy,2.4848079192452133e-05,0.0725090503692627
tfidf,atharvamundada_bertlarge_legal,Agreement_5,What will the tenancy deposit be used for?,"any Rent or other payments due from the Tenant to the
Landlord, including advance rent that has fallen due
any reasonable sum the Landlord expends or incurs in remedying any
failure by the Tenant to comply with his obligations under this
agreement.
after the end of the Term, any sum owing to the Landlord equivalent to
rent in respect of any period of unauthorised occupation by the Tenant
or anyone under his control.
1",security towards the discharge or part discharge of any liability,0.45988982915878296,0.30167675018310547
tfidf,jasu_legalbert,Agreement_5,Is there a gym on the property that can be used?,"The Landlord will equip and make available to the tenant
an exercise gym (locations vary), the use of which will be subject to
such rules as the Landlord may from time to think prudent to apply.",exercise gym,0.3677377700805664,0.09451508522033691
tfidf,nlpaueb_legalbert,Agreement_5,Is there a gym on the property that can be used?,"The Landlord will equip and make available to the tenant
an exercise gym (locations vary), the use of which will be subject to
such rules as the Landlord may from time to think prudent to apply.","wear and tear excepted), (f) remove all rubbish",0.00012363013229332864,0.0891730785369873
tfidf,atharvamundada_bertlarge_legal,Agreement_5,Is there a gym on the property that can be used?,"The Landlord will equip and make available to the tenant
an exercise gym (locations vary), the use of which will be subject to
such rules as the Landlord may from time to think prudent to apply.",The Landlord will equip and make available to the tenant an exercise gym,0.06754698604345322,0.3030056953430176
tfidf,jasu_legalbert,Agreement_5,Is the internet connection included in the rent?,"The Landlord will provide at the Landlords expense a
broadband internet connection.",Broadband,0.16998638212680817,0.08846616744995117
tfidf,nlpaueb_legalbert,Agreement_5,Is the internet connection included in the rent?,"The Landlord will provide at the Landlords expense a
broadband internet connection.","wear and tear excepted), (f) remove all rubbish",0.00011426113633206114,0.08694052696228027
tfidf,atharvamundada_bertlarge_legal,Agreement_5,Is the internet connection included in the rent?,"The Landlord will provide at the Landlords expense a
broadband internet connection.",A8. Broadband The Landlord will provide at the Landlords expense,0.11303394287824631,0.2989819049835205
